Absolute_Position,Normalized_Position,Utterance_Length,Utterance_Length_Unique,Utterance_Length_Stemmed_Unique,Is_Starter
3,0.75,8,7,7,True
4,1.0,15,14,14,False
1,0.3333333333333333,36,29,27,True
2,0.6666666666666666,49,38,37,False
3,1.0,21,20,20,False
1,0.2,131,92,84,True
2,0.4,73,57,54,False
3,0.6,62,52,49,True
4,0.8,98,69,66,False
5,1.0,29,23,23,False
1,0.3333333333333333,18,16,16,True
2,0.6666666666666666,13,12,12,True
3,1.0,42,33,32,False
1,0.25,42,31,31,True
2,0.5,28,25,25,False
3,0.75,33,25,25,True
4,1.0,16,14,14,False
1,0.16666666666666666,45,34,33,True
2,0.3333333333333333,31,25,25,False
3,0.5,18,15,15,False
4,0.6666666666666666,6,5,5,True
5,0.8333333333333334,20,14,14,False
6,1.0,29,23,22,False
1,0.3333333333333333,18,15,15,True
2,0.6666666666666666,32,28,27,False
3,1.0,18,16,15,True
1,0.25,32,27,25,True
2,0.5,24,22,22,False
3,0.75,16,15,15,True
4,1.0,62,46,43,False
1,0.3333333333333333,46,36,35,True
2,0.6666666666666666,166,111,91,False
3,1.0,21,20,20,False
1,0.3333333333333333,19,17,15,True
2,0.6666666666666666,21,19,18,False
3,1.0,10,10,10,False
1,0.3333333333333333,29,25,24,True
2,0.6666666666666666,56,44,40,False
3,1.0,6,6,6,True
1,0.3333333333333333,42,27,26,True
2,0.6666666666666666,54,42,39,False
3,1.0,21,18,18,False
1,0.2,18,16,15,True
2,0.4,25,25,25,False
3,0.6,4,4,4,False
4,0.8,12,11,11,False
5,1.0,35,30,28,False
1,0.3333333333333333,22,18,17,True
2,0.6666666666666666,17,12,12,False
3,1.0,7,4,4,True
1,0.25,42,29,29,True
2,0.5,88,60,54,False
3,0.75,7,6,6,True
4,1.0,33,26,26,False
1,0.14285714285714285,27,26,24,True
2,0.2857142857142857,28,24,23,False
3,0.42857142857142855,69,52,49,True
4,0.5714285714285714,55,43,41,False
5,0.7142857142857143,92,66,61,False
6,0.8571428571428571,66,48,48,False
7,1.0,37,35,29,True
1,0.3333333333333333,4,4,4,True
2,0.6666666666666666,31,25,25,False
3,1.0,9,9,9,False
1,0.25,34,26,26,True
2,0.5,37,30,30,False
3,0.75,38,28,28,False
4,1.0,43,30,28,False
1,0.3333333333333333,27,22,22,True
2,0.6666666666666666,86,59,52,False
3,1.0,58,47,44,True
1,0.25,14,14,14,True
2,0.5,41,34,32,False
3,0.75,12,11,11,True
4,1.0,38,29,27,False
1,0.3333333333333333,84,46,43,True
2,0.6666666666666666,102,65,61,False
3,1.0,18,17,17,False
1,0.3333333333333333,17,14,14,True
2,0.6666666666666666,503,202,173,False
3,1.0,2,2,2,False
1,0.125,2,2,2,True
2,0.25,31,28,28,False
3,0.375,48,43,41,True
4,0.5,5,5,5,False
5,0.625,3,3,3,True
6,0.75,62,48,44,False
7,0.875,5,5,5,True
8,1.0,33,27,24,False
1,0.125,43,35,32,True
2,0.25,133,102,95,False
3,0.375,6,6,6,True
4,0.5,22,20,19,False
5,0.625,19,17,16,True
6,0.75,26,20,20,False
7,0.875,66,47,45,False
8,1.0,27,22,21,False
1,0.14285714285714285,41,34,33,True
2,0.2857142857142857,22,19,19,False
3,0.42857142857142855,41,32,32,True
4,0.5714285714285714,31,25,24,False
5,0.7142857142857143,97,67,64,False
6,0.8571428571428571,50,39,38,True
7,1.0,11,11,11,True
1,0.3333333333333333,47,37,33,True
2,0.6666666666666666,47,36,33,False
3,1.0,8,8,8,True
1,0.14285714285714285,66,49,48,True
2,0.2857142857142857,36,28,28,False
3,0.42857142857142855,61,37,33,True
4,0.5714285714285714,28,23,23,False
5,0.7142857142857143,46,34,31,True
6,0.8571428571428571,23,21,21,False
7,1.0,13,13,13,True
1,0.3333333333333333,7,7,7,True
2,0.6666666666666666,6,6,6,True
3,1.0,30,24,24,False
1,0.3333333333333333,21,20,19,True
2,0.6666666666666666,57,46,42,False
3,1.0,48,39,39,True
1,0.3333333333333333,2,2,2,True
2,0.6666666666666666,40,30,30,False
3,1.0,4,4,4,True
1,0.25,29,26,25,True
2,0.5,62,48,43,False
3,0.75,11,11,11,True
4,1.0,68,50,47,False
1,0.1,37,35,32,True
2,0.2,63,49,46,False
3,0.3,35,27,25,True
4,0.4,34,24,24,True
5,0.5,67,54,48,False
6,0.6,10,10,10,True
7,0.7,19,16,15,False
8,0.8,7,6,6,False
9,0.9,22,19,19,False
10,1.0,24,20,19,False
1,0.25,102,67,66,True
2,0.5,103,70,68,False
3,0.75,150,75,72,False
4,1.0,31,28,28,True
1,0.3333333333333333,24,19,19,True
2,0.6666666666666666,20,19,19,False
3,1.0,34,26,26,True
1,0.1,43,36,34,True
2,0.2,20,19,17,False
3,0.3,34,29,29,True
4,0.4,35,26,23,False
5,0.5,10,10,10,True
6,0.6,7,7,7,True
7,0.7,9,8,8,False
8,0.8,4,4,4,True
9,0.9,11,9,9,False
10,1.0,9,9,9,True
1,0.14285714285714285,45,35,32,True
2,0.2857142857142857,65,52,51,False
3,0.42857142857142855,35,30,30,False
4,0.5714285714285714,36,31,31,False
5,0.7142857142857143,46,39,37,False
6,0.8571428571428571,93,66,63,True
7,1.0,43,34,32,False
1,0.25,24,20,20,True
2,0.5,436,191,168,False
3,0.75,3,3,3,True
4,1.0,95,57,53,False
1,0.14285714285714285,62,44,40,True
2,0.2857142857142857,6,6,6,False
3,0.42857142857142855,98,60,55,False
4,0.5714285714285714,14,12,11,True
5,0.7142857142857143,22,17,16,False
6,0.8571428571428571,10,7,7,True
7,1.0,82,67,63,False
1,0.2,11,11,11,True
2,0.4,35,32,31,False
3,0.6,19,17,17,True
4,0.8,72,53,51,False
5,1.0,17,15,15,False
1,0.25,21,16,15,True
2,0.5,46,37,37,False
3,0.75,14,13,13,True
4,1.0,54,39,37,False
1,0.16666666666666666,153,102,91,True
2,0.3333333333333333,89,62,59,False
3,0.5,15,14,11,False
4,0.6666666666666666,28,21,21,True
5,0.8333333333333334,40,33,32,True
6,1.0,26,21,20,False
1,0.14285714285714285,40,29,29,True
2,0.2857142857142857,47,36,36,False
3,0.42857142857142855,122,80,80,False
4,0.5714285714285714,7,7,7,False
5,0.7142857142857143,68,53,51,False
6,0.8571428571428571,60,43,43,False
7,1.0,89,59,57,False
1,0.3333333333333333,30,24,24,True
2,0.6666666666666666,32,23,20,False
3,1.0,37,28,28,False
1,0.3333333333333333,94,62,61,True
2,0.6666666666666666,309,165,140,False
3,1.0,23,20,20,True
1,0.3333333333333333,45,29,28,True
2,0.6666666666666666,22,16,16,False
3,1.0,71,50,48,False
1,0.3333333333333333,24,22,22,True
2,0.6666666666666666,54,42,41,False
3,1.0,39,25,25,True
1,0.25,40,33,33,True
2,0.5,64,50,49,False
3,0.75,34,24,24,False
4,1.0,10,9,9,False
1,0.3333333333333333,44,37,34,True
2,0.6666666666666666,129,90,83,False
3,1.0,15,15,13,False
1,0.14285714285714285,46,37,36,True
2,0.2857142857142857,111,69,64,False
3,0.42857142857142855,15,14,14,True
4,0.5714285714285714,8,8,8,True
5,0.7142857142857143,84,63,60,False
6,0.8571428571428571,2,2,2,True
7,1.0,32,25,24,False
1,0.2,84,55,51,True
2,0.4,105,68,65,False
3,0.6,32,28,27,False
4,0.8,24,22,21,False
5,1.0,33,25,25,False
1,0.16666666666666666,81,54,52,True
2,0.3333333333333333,30,26,24,False
3,0.5,4,4,4,False
4,0.6666666666666666,43,32,32,True
5,0.8333333333333334,44,35,35,False
6,1.0,7,6,6,True
1,0.16666666666666666,68,48,46,True
2,0.3333333333333333,54,41,39,False
3,0.5,69,49,48,True
4,0.6666666666666666,68,56,53,False
5,0.8333333333333334,26,22,21,True
6,1.0,47,39,39,False
1,0.2,43,34,32,True
2,0.4,61,42,40,False
3,0.6,49,41,39,True
4,0.8,78,54,52,False
5,1.0,30,23,23,True
1,0.16666666666666666,46,39,37,True
2,0.3333333333333333,100,72,70,False
3,0.5,62,46,43,True
4,0.6666666666666666,122,80,74,False
5,0.8333333333333334,58,40,38,True
6,1.0,47,38,38,False
1,0.2,115,79,73,True
2,0.4,24,19,19,False
3,0.6,29,25,25,False
4,0.8,56,40,39,True
5,1.0,71,50,48,False
1,0.14285714285714285,25,23,23,True
2,0.2857142857142857,8,7,7,False
3,0.42857142857142855,16,15,15,False
4,0.5714285714285714,16,14,13,False
5,0.7142857142857143,3,3,3,True
6,0.8571428571428571,6,6,6,False
7,1.0,92,60,57,False
1,0.3333333333333333,26,20,20,True
2,0.6666666666666666,26,23,23,False
3,1.0,32,26,26,False
1,0.125,59,41,37,True
2,0.25,98,65,61,False
3,0.375,215,111,107,True
4,0.5,27,22,20,False
5,0.625,36,30,30,False
6,0.75,22,18,18,True
7,0.875,20,17,17,True
8,1.0,18,16,16,False
1,0.2,60,43,42,True
2,0.4,5,5,5,False
3,0.6,33,20,20,True
4,0.8,63,47,43,False
5,1.0,6,6,6,True
1,0.3333333333333333,14,13,13,True
2,0.6666666666666666,8,8,8,False
3,1.0,7,7,7,False
1,0.25,9,9,9,True
2,0.5,21,17,16,False
3,0.75,10,9,9,False
4,1.0,39,31,27,False
1,0.3333333333333333,40,30,30,True
2,0.6666666666666666,40,30,30,False
3,1.0,7,7,7,True
1,0.3333333333333333,34,28,28,True
2,0.6666666666666666,77,48,44,False
3,1.0,21,17,16,True
1,0.125,33,26,26,True
2,0.25,18,13,13,False
3,0.375,13,13,12,False
4,0.5,3,3,3,False
5,0.625,32,23,23,True
6,0.75,6,6,6,False
7,0.875,10,9,8,False
8,1.0,51,34,32,False
1,0.3333333333333333,15,15,15,True
2,0.6666666666666666,6,6,6,False
3,1.0,15,15,15,True
1,0.3333333333333333,7,7,7,True
2,0.6666666666666666,12,4,4,True
3,1.0,44,34,34,False
1,0.3333333333333333,48,37,36,True
2,0.6666666666666666,89,64,62,False
3,1.0,95,62,58,True
1,0.3333333333333333,52,38,37,True
2,0.6666666666666666,98,67,61,False
3,1.0,2,2,2,False
1,0.3333333333333333,60,47,46,True
2,0.6666666666666666,20,18,18,False
3,1.0,20,15,15,False
1,0.3333333333333333,32,30,26,True
2,0.6666666666666666,61,42,41,False
3,1.0,20,17,17,False
1,0.3333333333333333,45,29,27,True
2,0.6666666666666666,20,14,14,False
3,1.0,85,63,60,False
1,0.3333333333333333,22,21,21,True
2,0.6666666666666666,11,10,10,False
4,1.3333333333333333,24,20,19,False
1,0.3333333333333333,78,49,44,True
2,0.6666666666666666,77,46,42,False
3,1.0,79,51,48,True
1,0.25,55,36,34,True
2,0.5,45,37,37,False
3,0.75,83,57,54,True
4,1.0,71,51,48,False
1,0.25,41,25,24,True
2,0.5,73,49,45,False
3,0.75,35,28,27,True
4,1.0,51,37,33,False
1,0.2,18,16,16,True
2,0.4,80,59,56,False
3,0.6,9,8,8,False
4,0.8,6,5,5,True
5,1.0,32,26,26,False
1,0.16666666666666666,64,47,46,True
2,0.3333333333333333,57,44,42,False
3,0.5,11,10,10,False
4,0.6666666666666666,77,60,58,False
5,0.8333333333333334,69,50,46,False
6,1.0,47,39,36,False
1,0.25,76,55,54,True
2,0.5,49,37,35,False
3,0.75,17,16,16,False
4,1.0,43,32,32,False
1,0.3333333333333333,20,19,19,True
2,0.6666666666666666,37,30,28,False
3,1.0,26,22,22,True
1,0.16666666666666666,16,16,14,True
2,0.3333333333333333,49,38,37,False
3,0.5,26,21,21,True
4,0.6666666666666666,40,34,32,False
5,0.8333333333333334,9,9,9,True
6,1.0,22,19,18,False
1,0.16666666666666666,66,31,29,True
2,0.3333333333333333,16,14,14,False
3,0.5,7,6,6,True
4,0.6666666666666666,19,17,17,False
5,0.8333333333333334,31,26,25,False
6,1.0,15,14,14,False
1,0.3333333333333333,20,15,15,True
2,0.6666666666666666,44,32,31,False
3,1.0,52,35,34,False
1,0.16666666666666666,30,27,26,True
2,0.3333333333333333,43,30,30,False
3,0.5,57,39,37,True
4,0.6666666666666666,96,65,62,False
5,0.8333333333333334,112,75,72,True
6,1.0,113,85,81,False
1,0.3333333333333333,18,17,17,True
2,0.6666666666666666,71,50,44,False
3,1.0,14,13,13,False
1,0.14285714285714285,48,38,38,True
2,0.2857142857142857,31,25,25,False
3,0.42857142857142855,5,4,4,False
4,0.5714285714285714,44,25,25,False
5,0.7142857142857143,42,36,35,False
6,0.8571428571428571,15,13,13,True
7,1.0,110,60,57,False
1,0.25,24,19,18,True
2,0.5,51,43,39,False
3,0.75,14,13,13,True
4,1.0,43,30,30,False
1,0.25,10,9,9,True
2,0.5,38,28,28,False
3,0.75,19,18,18,True
4,1.0,73,55,55,False
1,0.16666666666666666,8,8,8,True
2,0.3333333333333333,32,29,28,False
3,0.5,28,21,21,False
4,0.6666666666666666,26,21,20,False
5,0.8333333333333334,41,33,33,False
6,1.0,31,27,27,False
1,0.2,15,13,13,True
2,0.4,25,24,24,False
3,0.6,14,13,13,True
4,0.8,48,37,35,False
5,1.0,17,15,15,False
1,0.25,40,31,31,True
2,0.5,151,65,64,False
3,0.75,25,23,23,True
4,1.0,19,14,13,False
1,0.2,139,80,74,True
2,0.4,57,39,34,False
3,0.6,61,46,45,False
4,0.8,50,42,38,True
5,1.0,28,26,25,True
1,0.16666666666666666,16,15,15,True
2,0.3333333333333333,43,35,35,False
3,0.5,98,68,68,False
4,0.6666666666666666,61,42,42,False
5,0.8333333333333334,51,47,47,False
6,1.0,32,25,25,False
1,0.2,22,16,16,True
2,0.4,67,48,46,False
3,0.6,54,31,31,True
4,0.8,27,23,23,False
5,1.0,6,6,6,True
1,0.2,14,11,11,True
2,0.4,39,28,28,False
3,0.6,87,64,61,False
4,0.8,70,53,50,False
5,1.0,66,44,43,False
1,0.3333333333333333,12,10,10,True
2,0.6666666666666666,4,4,4,False
3,1.0,20,16,16,False
1,0.25,30,27,25,True
2,0.5,35,31,30,False
3,0.75,14,13,13,True
4,1.0,28,21,21,False
1,0.16666666666666666,102,63,56,True
2,0.3333333333333333,56,48,47,False
3,0.5,37,31,29,False
4,0.6666666666666666,25,22,22,False
5,0.8333333333333334,172,108,104,False
6,1.0,63,47,47,False
1,0.16666666666666666,23,23,23,True
2,0.3333333333333333,7,7,7,False
3,0.5,22,19,19,True
4,0.6666666666666666,7,7,7,False
5,0.8333333333333334,23,19,17,False
6,1.0,8,8,8,False
1,0.25,59,33,32,True
2,0.5,24,20,19,False
3,0.75,20,18,18,False
4,1.0,19,16,16,False
1,0.25,45,38,38,True
2,0.5,14,12,12,False
3,0.75,10,9,9,False
4,1.0,75,49,45,False
1,0.25,7,7,7,True
2,0.5,48,36,34,False
3,0.75,18,14,14,True
4,1.0,19,14,12,False
1,0.2,99,62,50,True
2,0.4,16,15,15,False
3,0.6,5,5,5,True
4,0.8,31,27,25,False
5,1.0,15,14,13,False
1,0.3333333333333333,67,54,51,True
2,0.6666666666666666,49,38,37,False
3,1.0,4,4,4,False
1,0.25,45,32,31,True
2,0.5,93,51,45,False
3,0.75,10,9,9,False
4,1.0,4,4,4,False
1,0.1,78,52,50,True
2,0.2,2,2,2,False
3,0.3,18,16,16,True
4,0.4,85,57,52,False
5,0.5,52,36,33,True
6,0.6,15,12,12,True
7,0.7,21,20,20,False
8,0.8,7,7,7,False
9,0.9,2,2,2,False
10,1.0,5,5,5,False
1,0.14285714285714285,40,32,30,True
2,0.2857142857142857,23,23,23,False
3,0.42857142857142855,64,48,45,False
4,0.5714285714285714,48,29,29,True
5,0.7142857142857143,19,18,18,False
6,0.8571428571428571,7,7,7,True
7,1.0,37,30,29,False
1,0.3333333333333333,60,41,41,True
2,0.6666666666666666,129,81,78,False
3,1.0,13,10,10,True
1,0.25,53,40,35,True
2,0.5,84,57,56,False
3,0.75,24,22,22,True
4,1.0,76,52,51,False
1,0.3333333333333333,78,50,49,True
2,0.6666666666666666,38,31,30,False
3,1.0,14,14,14,False
1,0.3333333333333333,25,17,16,True
2,0.6666666666666666,34,24,24,True
3,1.0,40,29,29,False
1,0.3333333333333333,20,17,17,True
2,0.6666666666666666,22,21,21,True
3,1.0,33,26,25,False
1,0.25,30,25,25,True
2,0.5,30,27,27,False
3,0.75,34,28,28,False
4,1.0,125,85,82,True
1,0.16666666666666666,40,26,23,True
2,0.3333333333333333,42,29,29,False
3,0.5,62,45,44,True
4,0.6666666666666666,32,27,24,False
5,0.8333333333333334,29,23,23,True
6,1.0,14,14,14,True
1,0.3333333333333333,9,9,9,True
2,0.6666666666666666,75,53,50,False
3,1.0,20,19,18,True
1,0.25,27,20,19,True
2,0.5,76,54,52,False
3,0.75,107,69,62,True
4,1.0,67,51,47,False
1,0.25,61,49,45,True
2,0.5,131,85,81,True
3,0.75,41,33,32,False
4,1.0,7,6,6,True
1,0.3333333333333333,76,61,59,True
2,0.6666666666666666,38,30,28,False
3,1.0,34,29,29,True
1,0.3333333333333333,53,42,42,True
2,0.6666666666666666,20,17,17,False
3,1.0,45,35,33,True
1,0.25,4,4,4,True
2,0.5,295,149,130,False
3,0.75,1,1,1,False
4,1.0,51,37,35,False
1,0.2,196,95,87,True
2,0.4,23,19,19,False
3,0.6,21,17,16,True
4,0.8,107,47,45,False
5,1.0,7,7,7,True
1,0.3333333333333333,42,33,31,True
2,0.6666666666666666,25,24,24,False
3,1.0,27,24,24,False
1,0.25,52,35,34,True
2,0.5,47,36,36,False
3,0.75,33,22,22,False
4,1.0,50,39,39,False
1,0.25,27,22,21,True
2,0.5,37,32,31,False
3,0.75,6,6,6,True
4,1.0,25,23,23,False
1,0.25,8,8,8,True
2,0.5,42,30,30,False
3,0.75,34,29,29,False
4,1.0,53,39,37,False
1,0.25,8,8,8,True
2,0.5,31,24,23,False
3,0.75,5,5,5,True
4,1.0,26,21,20,False
1,0.3333333333333333,25,20,19,True
2,0.6666666666666666,12,11,11,False
3,1.0,67,48,45,False
1,0.3333333333333333,10,10,10,True
2,0.6666666666666666,59,44,44,False
3,1.0,29,25,25,False
1,0.3333333333333333,12,10,10,True
2,0.6666666666666666,40,33,28,False
3,1.0,22,21,21,False
1,0.3333333333333333,31,27,27,True
2,0.6666666666666666,16,15,15,False
3,1.0,7,6,6,False
1,0.1111111111111111,305,141,126,True
2,0.2222222222222222,171,104,98,True
3,0.3333333333333333,36,27,27,False
4,0.4444444444444444,58,45,45,True
5,0.5555555555555556,134,69,69,False
6,0.6666666666666666,102,61,61,True
7,0.7777777777777778,188,94,82,False
8,0.8888888888888888,26,19,19,True
9,1.0,74,56,54,False
1,0.3333333333333333,56,32,31,True
2,0.6666666666666666,91,57,55,False
3,1.0,2,2,2,False
1,0.25,29,25,24,True
2,0.5,66,51,51,False
3,0.75,43,31,31,False
4,1.0,46,36,34,False
1,0.2,20,19,19,True
2,0.4,30,25,24,False
3,0.6,55,46,40,True
4,0.8,31,26,24,False
5,1.0,32,26,25,True
1,0.2,34,32,28,True
2,0.4,49,39,39,False
3,0.6,22,20,20,True
4,0.8,27,21,21,False
5,1.0,11,10,10,False
1,0.1111111111111111,60,50,48,True
2,0.2222222222222222,40,33,33,False
3,0.3333333333333333,125,84,83,True
4,0.4444444444444444,54,35,33,False
5,0.5555555555555556,23,22,21,False
6,0.6666666666666666,17,14,14,True
7,0.7777777777777778,19,17,17,False
8,0.8888888888888888,6,6,6,True
9,1.0,28,24,24,False
1,0.25,8,7,7,True
2,0.5,130,85,78,False
3,0.75,27,20,20,True
4,1.0,33,28,28,False
1,0.16666666666666666,34,28,27,True
2,0.3333333333333333,61,41,40,False
3,0.5,36,28,28,True
4,0.6666666666666666,47,37,35,False
5,0.8333333333333334,63,46,45,True
6,1.0,54,37,37,False
1,0.25,13,13,13,True
2,0.5,12,12,11,False
3,0.75,13,13,13,True
4,1.0,8,6,6,False
1,0.25,89,62,61,True
2,0.5,73,56,53,False
3,0.75,69,53,53,False
4,1.0,42,36,35,False
1,0.3333333333333333,225,135,123,True
2,0.6666666666666666,94,62,58,False
3,1.0,51,32,32,False
1,0.25,53,47,46,True
2,0.5,60,43,40,False
3,0.75,10,10,10,True
4,1.0,76,59,58,False
1,0.25,90,55,48,True
2,0.5,4,4,4,False
3,0.75,36,29,28,False
4,1.0,20,18,18,False
1,0.3333333333333333,26,24,23,True
2,0.6666666666666666,56,47,41,False
3,1.0,38,34,29,False
1,0.3333333333333333,55,44,42,True
2,0.6666666666666666,37,25,25,False
3,1.0,32,25,23,True
1,0.2,85,62,57,True
2,0.4,51,41,40,False
3,0.6,81,57,53,True
4,0.8,24,20,20,False
5,1.0,16,11,11,False
1,0.25,206,108,101,True
2,0.5,20,19,19,False
3,0.75,3,3,3,True
4,1.0,6,6,6,False
1,0.25,282,142,137,True
2,0.5,65,55,51,False
3,0.75,32,29,28,False
4,1.0,50,32,31,True
1,0.2,37,27,26,True
2,0.4,31,27,27,False
3,0.6,28,24,23,True
4,0.8,16,15,15,False
5,1.0,9,8,8,True
1,0.25,39,35,34,True
2,0.5,223,128,111,False
3,0.75,4,4,4,True
4,1.0,50,41,38,False
1,0.25,91,63,61,True
2,0.5,61,38,38,False
3,0.75,42,32,32,True
4,1.0,41,30,29,False
1,0.2,26,23,22,True
2,0.4,72,57,55,False
3,0.6,15,15,15,True
4,0.8,66,50,50,False
5,1.0,79,58,57,False
1,0.3333333333333333,40,26,25,True
2,0.6666666666666666,3,3,3,False
3,1.0,105,77,76,False
1,0.25,7,7,7,True
2,0.5,9,8,8,False
3,0.75,24,20,20,False
4,1.0,11,10,10,False
1,0.14285714285714285,68,42,39,True
2,0.2857142857142857,12,12,12,False
3,0.42857142857142855,8,8,8,True
4,0.5714285714285714,5,5,5,False
5,0.7142857142857143,34,30,29,False
6,0.8571428571428571,28,20,20,True
7,1.0,15,12,12,True
1,0.25,11,10,10,True
2,0.5,76,54,52,False
3,0.75,15,14,14,True
4,1.0,38,31,31,False
1,0.25,94,77,76,True
2,0.5,160,104,96,False
3,0.75,45,33,32,False
4,1.0,58,45,44,False
1,0.3333333333333333,12,10,10,True
2,0.6666666666666666,17,16,15,False
3,1.0,57,43,40,False
1,0.2,29,20,19,True
2,0.4,79,58,55,False
3,0.6,29,24,24,True
4,0.8,48,36,35,False
5,1.0,98,70,68,False
1,0.2,35,22,21,True
2,0.4,19,18,18,False
3,0.6,26,17,16,True
4,0.8,49,39,38,False
5,1.0,18,15,15,True
1,0.3333333333333333,14,13,13,True
2,0.6666666666666666,12,12,12,True
3,1.0,45,35,35,False
1,0.16666666666666666,25,22,22,True
2,0.3333333333333333,27,22,22,False
3,0.5,17,15,15,False
4,0.6666666666666666,11,9,9,True
5,0.8333333333333334,41,31,31,False
6,1.0,1,1,1,True
1,0.25,64,44,44,True
2,0.5,88,60,55,False
3,0.75,27,22,22,True
4,1.0,10,10,10,False
1,0.16666666666666666,28,20,20,True
2,0.3333333333333333,50,39,39,False
3,0.5,19,16,15,True
4,0.6666666666666666,45,35,34,False
5,0.8333333333333334,41,32,32,True
6,1.0,50,38,37,False
1,0.25,14,13,13,True
2,0.5,43,33,32,False
3,0.75,4,4,4,True
4,1.0,53,36,34,False
1,0.2,17,17,16,True
2,0.4,26,19,18,False
3,0.6,16,16,15,False
4,0.8,5,5,5,False
5,1.0,21,13,13,True
1,0.16666666666666666,14,13,13,True
2,0.3333333333333333,24,18,18,False
3,0.5,15,14,14,True
4,0.6666666666666666,70,58,51,False
5,0.8333333333333334,16,12,12,True
6,1.0,21,19,19,True
1,0.25,79,58,54,True
2,0.5,66,48,46,False
3,0.75,61,46,45,True
4,1.0,44,35,33,False
1,0.125,79,55,51,True
2,0.25,49,38,38,False
3,0.375,24,17,17,True
4,0.5,38,31,30,False
5,0.625,28,23,23,True
6,0.75,91,52,48,False
7,0.875,54,29,29,True
8,1.0,40,33,32,False
1,0.3333333333333333,25,22,21,True
2,0.6666666666666666,142,79,74,False
3,1.0,147,99,94,False
1,0.16666666666666666,18,15,15,True
2,0.3333333333333333,53,38,36,True
3,0.5,18,17,16,False
4,0.6666666666666666,115,70,66,True
5,0.8333333333333334,15,13,13,False
6,1.0,67,41,39,True
1,0.2,9,9,9,True
2,0.4,28,25,25,False
3,0.6,11,10,10,False
4,0.8,13,12,12,True
5,1.0,5,5,5,True
1,0.3333333333333333,29,23,23,True
2,0.6666666666666666,93,62,55,False
3,1.0,17,16,16,False
1,0.3333333333333333,26,21,21,True
2,0.6666666666666666,50,40,38,False
3,1.0,11,11,11,False
1,0.25,56,42,41,True
2,0.5,199,133,120,False
3,0.75,236,137,126,False
4,1.0,442,197,182,False
1,0.3333333333333333,4,4,4,True
2,0.6666666666666666,57,37,36,False
3,1.0,10,8,8,True
1,0.25,156,104,98,True
2,0.5,47,38,36,False
3,0.75,80,60,55,True
4,1.0,50,39,39,False
1,0.25,14,13,13,True
2,0.5,53,39,39,False
3,0.75,11,10,10,False
4,1.0,130,87,80,False
1,0.2,128,63,55,True
2,0.4,78,60,55,False
3,0.6,46,40,39,True
4,0.8,64,42,37,False
5,1.0,18,15,15,False
1,0.3333333333333333,26,22,22,True
2,0.6666666666666666,51,40,40,False
3,1.0,38,33,32,False
1,0.25,16,14,14,True
2,0.5,64,50,48,False
3,0.75,28,19,19,True
4,1.0,59,47,46,False
1,0.2,8,8,8,True
2,0.4,41,32,32,False
3,0.6,47,36,35,True
4,0.8,52,36,34,False
5,1.0,25,22,22,True
1,0.3333333333333333,31,23,20,True
2,0.6666666666666666,25,21,21,False
3,1.0,5,5,5,True
1,0.14285714285714285,104,69,62,True
2,0.2857142857142857,35,28,28,False
3,0.42857142857142855,31,27,25,True
4,0.5714285714285714,64,35,34,False
5,0.7142857142857143,31,29,29,True
6,0.8571428571428571,182,110,95,False
7,1.0,17,17,17,True
1,0.16666666666666666,61,45,44,True
2,0.3333333333333333,25,22,22,False
3,0.5,13,13,13,True
4,0.6666666666666666,81,63,63,False
5,0.8333333333333334,11,10,10,True
6,1.0,29,26,26,False
1,0.2,26,22,21,True
2,0.4,58,43,39,False
3,0.6,33,30,29,True
4,0.8,72,51,50,False
5,1.0,24,22,22,True
1,0.3333333333333333,70,48,47,True
2,0.6666666666666666,106,76,72,False
3,1.0,12,12,12,False
1,0.25,54,37,36,True
2,0.5,49,35,33,False
3,0.75,2,2,2,True
4,1.0,11,6,6,False
1,0.25,97,56,53,True
2,0.5,53,36,34,False
3,0.75,18,16,16,True
4,1.0,45,33,33,False
1,0.2,28,24,21,True
2,0.4,67,43,38,False
3,0.6,7,7,7,True
4,0.8,31,25,25,False
5,1.0,38,34,33,False
1,0.25,154,93,90,True
2,0.5,63,49,48,False
3,0.75,32,28,27,True
4,1.0,37,30,29,False
1,0.3333333333333333,25,25,23,True
2,0.6666666666666666,33,27,26,False
3,1.0,7,7,7,False
1,0.25,29,24,23,True
2,0.5,57,43,42,False
3,0.75,17,16,16,True
4,1.0,54,40,39,False
1,0.1111111111111111,42,31,31,True
2,0.2222222222222222,74,55,52,False
3,0.3333333333333333,66,56,54,False
4,0.4444444444444444,35,29,27,True
5,0.5555555555555556,25,22,21,True
6,0.6666666666666666,26,23,23,False
